	0	0.526316	1.05263	1.57895	2.10526	2.63158	3.15789	3.68421	4.21053	4.73684	5.26316	5.78947	6.31579	6.84211	7.36842	7.89474	8.42105	8.94737	9.47368	10
10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9.79592	2.02726	2.02955	2.03626	2.04684	2.0603	2.0751	2.08898	2.09896	2.10156	2.09338	2.07214	2.03761	1.99206	1.93972	1.88571	1.83498	1.79164	1.75873	1.73824	1.7313
9.59184	3.05384	3.05844	3.07193	3.09324	3.1204	3.15034	3.17855	3.19904	3.20474	3.18873	3.14628	3.07688	2.98514	2.87969	2.77093	2.66885	2.58172	2.51559	2.47445	2.46051
9.38776	4.07902	4.086	4.10643	4.13876	4.18009	4.22584	4.26929	4.30134	4.31118	4.28805	4.22447	4.11951	3.98028	3.82016	3.65514	3.50047	3.36863	3.26869	3.20657	3.18552
9.18367	5.10211	5.11153	5.13914	5.18292	5.23911	5.30169	5.36173	5.40698	5.42257	5.39346	5.30888	5.16729	4.97857	4.76136	4.5378	4.32867	4.15075	4.01611	3.93252	3.90421
8.97959	6.12237	6.13433	6.16943	6.22522	6.29717	6.37793	6.45639	6.51708	6.54069	6.50721	6.40186	6.22216	5.98113	5.70352	5.41829	5.15216	4.92636	4.75585	4.65015	4.61438
8.77551	7.13903	7.15365	7.1966	7.26509	7.3539	7.4545	7.55373	7.63275	7.6674	7.63176	7.50603	7.28625	6.9892	6.64683	6.2959	5.9696	5.69365	5.48585	5.35727	5.3138
8.57143	8.1513	8.1687	8.21993	8.3019	8.40886	8.53129	8.65411	8.7551	8.80467	8.76985	8.62433	8.36196	8.00408	7.59143	7.16981	6.77946	6.4507	6.20394	6.05159	6.00015
8.36735	9.15834	9.17867	9.23864	9.33495	9.4615	9.60801	9.75778	9.88518	9.95462	9.9246	9.7602	9.45203	9.02719	8.53737	8.03902	7.58007	7.19542	6.90783	6.73074	6.67102
8.16327	10.1593	10.1827	10.2519	10.3635	10.5111	10.6842	10.8648	11.024	11.1195	11.0995	10.9177	10.5596	10.0601	9.4846	8.9023	8.36951	7.92555	7.59511	7.39225	7.32394
7.95918	11.1531	11.1798	11.2588	11.3865	11.557	11.7593	11.975	12.1723	12.3018	12.2988	12.1017	11.6885	11.1044	10.4328	9.75814	9.14558	8.63861	8.26321	8.03352	7.95631
7.7551	12.139	12.1691	12.2583	12.4032	12.598	12.8325	13.0881	13.3309	13.504	13.5273	13.3181	12.8431	12.1618	11.3816	10.6046	9.90578	9.33189	8.90939	8.65188	8.56546
7.55102	13.1158	13.1495	13.2494	13.4124	13.633	13.9024	14.203	14.4999	14.7288	14.7907	14.5746	14.0287	13.2341	12.3298	11.4394	10.6472	10.0024	9.53077	9.2445	9.14863
7.34694	14.0825	14.1199	14.2311	14.4129	14.6607	14.9676	15.3185	15.6791	15.9786	16.096	15.8806	15.2517	14.323	13.2759	12.2594	11.3664	10.6469	10.1243	9.8085	9.70297
7.14286	15.0379	15.0793	15.2022	15.4034	15.6796	16.0262	16.4325	16.8675	17.2559	17.4512	17.2487	16.5198	15.4295	14.2175	13.0608	12.0596	11.2617	10.6867	10.3409	10.2256
6.93878	15.9808	16.0264	16.1614	16.3827	16.6878	17.0759	17.5423	18.063	18.5621	18.8663	18.696	17.8423	16.5545	15.1507	13.8389	12.7222	11.8431	11.2147	10.8386	10.7135
6.73469	16.9101	16.96	17.1077	17.3494	17.6836	18.1137	18.6438	19.2617	19.8977	20.3527	20.2461	19.23	17.6968	16.0701	14.5875	13.3491	12.3868	11.7047	11.2986	11.1638
6.53061	17.8244	17.8789	18.0399	18.3022	18.665	19.1365	19.7322	20.4576	21.2604	21.9236	21.9329	20.6955	18.8532	16.9678	15.2995	13.9345	12.8883	12.1532	11.7178	11.5736
