	0	0.526316	1.05263	1.57895	2.10526	2.63158	3.15789	3.68421	4.21053	4.73684	5.26316	5.78947	6.31579	6.84211	7.36842	7.89474	8.42105	8.94737	9.47368	10
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.79592	5.13459	5.14612	5.17986	5.23315	5.30109	5.37594	5.44644	5.49762	5.51184	5.47191	5.36599	5.19282	4.96382	4.70043	4.42856	4.17319	3.95502	3.78935	3.68623	3.65127
9.59184	5.1294	5.14113	5.17555	5.23002	5.29977	5.37717	5.45097	5.506	5.52406	5.48699	5.38199	5.20724	4.97447	4.70598	4.4286	4.16803	3.94545	3.77643	3.67124	3.63556
9.38776	5.12069	5.13276	5.1683	5.22473	5.29748	5.37911	5.45846	5.52001	5.54461	5.51251	5.40913	5.23173	4.99255	4.7154	4.42873	4.15942	3.92942	3.7548	3.64611	3.60926
9.18367	5.10837	5.1209	5.15798	5.21711	5.29403	5.3816	5.46879	5.53968	5.5738	5.54905	5.44818	5.26699	5.01857	4.729	4.42905	4.14732	3.90684	3.7243	3.61068	3.57215
8.97959	5.0923	5.10541	5.14443	5.20698	5.28919	5.38438	5.48178	5.56507	5.61206	5.59746	5.50026	5.31408	5.05326	4.74716	4.4297	4.13172	3.87757	3.68472	3.56469	3.52398
8.77551	5.07233	5.08612	5.12747	5.19408	5.28264	5.38711	5.49719	5.5962	5.65993	5.65892	5.5669	5.3744	5.09762	4.77041	4.43087	4.11259	3.84144	3.63581	3.50782	3.46441
8.57143	5.04826	5.06283	5.10684	5.17811	5.27399	5.38934	5.51465	5.63307	5.71808	5.73493	5.65018	5.44985	5.15292	4.79941	4.43279	4.08989	3.79828	3.57728	3.43973	3.39305
8.36735	5.01989	5.03532	5.08228	5.15872	5.26278	5.39053	5.53367	5.67558	5.78731	5.82747	5.75285	5.54288	5.22075	4.83498	4.43576	4.06363	3.7479	3.50883	3.36	3.30948
8.16327	4.98699	5.00334	5.05352	5.13551	5.24846	5.38996	5.55357	5.72353	5.86848	5.939	5.87853	5.65663	5.30307	4.87807	4.44011	4.03382	3.69014	3.43015	3.26822	3.21322
7.95918	4.94933	4.96664	5.02025	5.10807	5.23038	5.38678	5.57346	5.77649	5.96258	6.07269	6.03206	5.79516	5.40231	4.92981	4.44627	4.00054	3.62488	3.34096	3.16399	3.10382
7.7551	4.90664	4.92497	4.98218	5.07597	5.20786	5.37995	5.59213	5.83374	6.07056	6.23251	6.21997	5.96368	5.52135	4.99149	4.4547	3.96392	3.55209	3.24106	3.04691	2.98081
7.55102	4.85868	4.87808	4.93904	5.03879	5.18014	5.36824	5.60801	5.89412	6.19331	6.4235	6.45124	6.16894	5.66366	5.06456	4.46598	3.92422	3.47188	3.13037	2.9167	2.84377
7.34694	4.80519	4.82573	4.8906	4.99614	5.1464	5.35019	5.61907	5.95585	6.33145	6.65197	6.7385	6.41963	5.83333	5.15064	4.48076	3.88184	3.38453	3.00899	2.77314	2.69237
7.14286	4.74592	4.76769	4.83669	4.94773	5.10588	5.32413	5.6227	6.01627	6.48504	6.92587	7.10003	6.72705	6.03517	5.25148	4.49978	3.83734	3.29064	2.87728	2.61622	2.52636
6.93878	4.68057	4.70376	4.77725	4.89339	5.05782	5.28821	5.61563	6.0716	6.65319	7.25499	7.56308	7.10583	6.27471	5.36895	4.52387	3.79155	3.19111	2.73598	2.44616	2.34565
6.73469	4.60883	4.63375	4.71232	4.83315	5.00163	5.24039	5.59384	6.11653	6.83346	7.65116	8.16971	7.57486	6.55826	5.50495	4.55391	3.74553	3.08737	2.58636	2.26351	2.15032
6.53061	4.5303	4.55746	4.64213	4.76734	4.93698	5.17858	5.55245	6.14386	7.02104	8.12799	8.987	8.15838	6.893	5.66131	4.59071	3.70062	2.98135	2.43034	2.06928	1.94066
6.32653	4.44447	4.47466	4.56712	4.69666	4.86392	5.10076	5.48573	6.14407	7.20794	8.69995	10.1257	8.88717	7.28719	5.83947	4.63482	3.65834	2.87564	2.27078	1.86516	1.71723
6.12245	4.35059	4.38505	4.48798	4.62233	4.78311	5.00522	5.38712	6.10488	7.38247	9.38076	11.7746	9.80078	7.75052	6.03983	4.68609	3.62029	2.77351	2.11167	1.65378	1.48084
5.91837	4.24758	4.28818	4.40573	4.54621	4.69603	4.89094	5.24952	6.01083	7.52987	10.1837	14.2653	10.9541	8.29462	6.26025	4.7431	3.5879	2.67884	1.95849	1.4393	1.2326
5.71429	4.13387	4.18335	4.32177	4.47096	4.60525	4.75815	5.06578	5.84255	7.63468	11.139	18.1954	12.443	8.9315	6.49294	4.80218	3.56219	2.59595	1.8184	1.22848	0.973895
5.5102	4.00712	4.06944	4.23806	4.40017	4.51474	4.60909	4.82989	5.57537	7.68148	12.3974	24.6658	14.5053	9.66199	6.71896	4.85674	3.54352	2.52931	1.70025	1.03271	0.706371
5.30612	3.86392	3.94478	4.15729	4.33857	4.43012	4.44906	4.53933	5.17733	7.63113	14.6657	35.7438	17.8701	10.4276	6.90058	4.89721	3.53166	2.48309	1.61393	0.871544	0.43191
5.10204	3.69938	3.80682	4.08324	4.29214	4.35882	4.28761	4.19958	4.61044	7.29032	20.4426	2.651	24.7187	10.9559	6.97773	4.91332	3.52623	2.46066	1.56871	0.775024	0.152569
4.89796	3.50648	3.65182	4.02153	4.26833	4.31004	4.13934	3.83092	3.85313	5.88425	12.6375	32.8614	17.4242	10.3453	6.89171	4.89979	3.52749	2.46416	1.57062	0.772923	0.129484
4.69388	3.27543	3.47444	3.98083	4.27619	4.29433	4.0238	3.47446	2.9861	4.34058	9.00872	21.8871	13.7881	9.5169	6.70538	4.86367	3.53686	2.49419	1.62035	0.867505	0.41204
4.4898	2.99282	3.26742	3.97514	4.32654	4.32299	3.96357	3.1894	2.10843	3.0097	7.17813	15.5906	11.6239	8.75442	6.48254	4.81697	3.55629	2.54968	1.71305	1.03142	0.692925
4.28571	2.64084	3.02175	4.02766	4.43197	4.40701	3.9811	3.04686	1.39572	2.13448	6.20147	11.9102	10.1507	8.11977	6.2636	4.77079	3.58734	2.62808	1.84026	1.23457	0.970062
4.08163	2.19713	2.72991	4.17714	4.60625	4.55592	4.09456	3.11047	1.32229	2.06638	5.74036	9.74202	9.09139	7.6102	6.06892	4.73292	3.63064	2.72578	1.99255	1.45683	1.24153
3.87755	1.63649	2.40253	4.48769	4.86238	4.77654	4.31391	3.40565	2.08006	2.78846	5.64604	8.4764	8.32546	7.20932	5.90654	4.7077	3.68577	2.83863	2.16124	1.68636	1.50561
3.67347	0.937626	2.14241	4.21455	4.22834	4.0417	3.60001	2.94746	2.82162	3.95561	5.80992	7.76272	7.78145	6.9005	5.77797	4.69678	3.75149	2.96242	2.33917	1.91608	1.76078
3.46939	0.102039	1.98049	3.51519	2.82568	2.3597	1.98114	2.11227	3.66562	5.06788	6.12176	7.39011	7.40725	6.66901	5.68163	4.70011	3.82603	3.09326	2.52076	2.14157	2.00577
3.26531	0.845804	2.18927	3.37586	1.93825	0.835145	0.827456	2.3378	4.69671	6.03873	6.4975	7.22828	7.16184	6.50194	5.61448	4.71656	3.90738	3.22774	2.70178	2.35987	2.23952
